ED,subno
3.16227766016838,4
2.23606797749979,4
2.82842712474619,4
1.4142135623731,4
2.82842712474619,4
3.60555127546399,4
2.23606797749979,4
2.23606797749979,4
2.23606797749979,4
2.23606797749979,4
3.16227766016838,4
2.23606797749979,5
2.82842712474619,5
3.16227766016838,5
3.60555127546399,5
3.16227766016838,5
2.23606797749979,5
1.4142135623731,5
2.23606797749979,5
1.4142135623731,5
2.23606797749979,5
4.24264068711928,5
2.82842712474619,5
1.4142135623731,5
1.4142135623731,5
1.4142135623731,5
3.60555127546399,5
2.23606797749979,5
2.23606797749979,5
3.16227766016838,5
1.4142135623731,5
2.23606797749979,5
1.4142135623731,5
3.16227766016838,5
1.4142135623731,5
2.23606797749979,5
3.16227766016838,5
3.16227766016838,5
3.60555127546399,5
2.23606797749979,5
2.82842712474619,5
3.60555127546399,5
2.23606797749979,5
2.82842712474619,5
4.24264068711928,5
2.82842712474619,5
2.23606797749979,5
3.60555127546399,5
3.16227766016838,5
2.23606797749979,5
2.23606797749979,5
2.23606797749979,5
2.23606797749979,5
2.23606797749979,5
2.23606797749979,5
3.16227766016838,5
3.16227766016838,5
3.16227766016838,5
4.24264068711928,5
3.60555127546399,5
3.60555127546399,5
3.60555127546399,5
2.82842712474619,5
1.4142135623731,5
1.4142135623731,5
3.16227766016838,5
2.23606797749979,5
2.23606797749979,5
3.60555127546399,5
3.60555127546399,5
2.82842712474619,5
1.4142135623731,5
2.82842712474619,5
3.60555127546399,5
2.23606797749979,5
1.4142135623731,5
2.23606797749979,5
2.82842712474619,5
4.24264068711928,5
1.4142135623731,5
1.4142135623731,5
2.23606797749979,5
3.16227766016838,5
2.23606797749979,5
2.82842712474619,5
1.4142135623731,5
2.23606797749979,5
2.23606797749979,5
1.4142135623731,5
2.82842712474619,5
1.4142135623731,5
2.23606797749979,5
2.82842712474619,5
2.82842712474619,5
2.23606797749979,5
2.82842712474619,5
3.16227766016838,5
2.23606797749979,5
1.4142135623731,5
3.16227766016838,5
1.4142135623731,5
1.4142135623731,5
2.82842712474619,5
2.23606797749979,5
2.23606797749979,5
1.4142135623731,5
2.23606797749979,5
2.82842712474619,5
3.16227766016838,5
3.60555127546399,5
2.82842712474619,5
2.23606797749979,5
1.4142135623731,5
3.16227766016838,5
2.82842712474619,5
3.16227766016838,5
2.23606797749979,5
2.82842712474619,5
1.4142135623731,5
2.23606797749979,5
3.16227766016838,5
2.82842712474619,5
3.16227766016838,5
2.23606797749979,5
2.23606797749979,5
2.23606797749979,5
1.4142135623731,5
3.60555127546399,5
2.23606797749979,5
1.4142135623731,5
3.16227766016838,5
2.82842712474619,5
2.82842712474619,5
2.82842712474619,5
2.82842712474619,5
1.4142135623731,5
3.60555127546399,5
2.82842712474619,5
2.82842712474619,5
1.4142135623731,5
3.60555127546399,5
1.4142135623731,5
2.23606797749979,5
2.82842712474619,5
2.23606797749979,5
3.16227766016838,5
2.23606797749979,5
1.4142135623731,5
2.82842712474619,5
2.23606797749979,5
2.82842712474619,5
1.4142135623731,5
3.60555127546399,5
2.82842712474619,5
3.16227766016838,5
1.4142135623731,5
2.23606797749979,5
2.82842712474619,5
1.4142135623731,5
2.23606797749979,5
2.23606797749979,5
1.4142135623731,5
2.82842712474619,5
1.4142135623731,5
2.23606797749979,5
3.16227766016838,5
2.23606797749979,5
1.4142135623731,5
3.16227766016838,5
2.23606797749979,5
1.4142135623731,5
4.24264068711928,6
3.60555127546399,6
1.4142135623731,6
3.16227766016838,6
2.23606797749979,6
2.23606797749979,6
3.16227766016838,6
2.82842712474619,6
2.23606797749979,6
1.4142135623731,6
2.23606797749979,6
1.4142135623731,6
2.82842712474619,6
2.82842712474619,6
2.23606797749979,6
1.4142135623731,6
3.60555127546399,6
2.23606797749979,6
2.82842712474619,6
3.60555127546399,6
1.4142135623731,6
2.23606797749979,6
2.82842712474619,6
3.60555127546399,6
2.82842712474619,6
2.82842712474619,6
1.4142135623731,6
2.23606797749979,6
3.60555127546399,6
3.60555127546399,6
1.4142135623731,6
2.82842712474619,6
1.4142135623731,6
2.23606797749979,6
2.82842712474619,6
3.16227766016838,6
2.23606797749979,6
2.23606797749979,6
2.82842712474619,6
1.4142135623731,6
2.23606797749979,6
4.24264068711928,6
2.82842712474619,6
3.16227766016838,6
2.82842712474619,6
2.82842712474619,6
2.23606797749979,6
1.4142135623731,6
2.23606797749979,6
3.16227766016838,6
3.16227766016838,6
1.4142135623731,6
1.4142135623731,6
2.23606797749979,6
2.82842712474619,6
2.82842712474619,6
3.60555127546399,6
2.23606797749979,6
2.82842712474619,6
2.82842712474619,6
2.82842712474619,6
3.16227766016838,6
2.82842712474619,6
2.23606797749979,6
2.82842712474619,6
2.23606797749979,6
2.82842712474619,6
2.82842712474619,6
3.16227766016838,6
3.16227766016838,6
3.16227766016838,6
2.23606797749979,6
3.16227766016838,6
2.23606797749979,6
1.4142135623731,6
2.23606797749979,6
3.16227766016838,6
3.16227766016838,6
1.4142135623731,6
1.4142135623731,6
2.82842712474619,6
3.16227766016838,6
3.60555127546399,6
1.4142135623731,6
2.23606797749979,6
3.60555127546399,6
4.24264068711928,6
2.23606797749979,6
2.23606797749979,6
3.60555127546399,6
1.4142135623731,6
1.4142135623731,6
2.23606797749979,6
2.23606797749979,6
1.4142135623731,6
2.23606797749979,6
2.23606797749979,6
1.4142135623731,6
3.60555127546399,6
2.82842712474619,6
2.23606797749979,6
2.82842712474619,6
1.4142135623731,6
2.23606797749979,6
3.16227766016838,6
3.16227766016838,6
3.16227766016838,6
3.16227766016838,6
2.23606797749979,6
1.4142135623731,6
3.16227766016838,6
2.82842712474619,6
1.4142135623731,6
1.4142135623731,6
1.4142135623731,6
1.4142135623731,6
3.60555127546399,6
2.23606797749979,6
3.16227766016838,6
3.60555127546399,6
2.23606797749979,6
2.23606797749979,6
2.82842712474619,6
3.16227766016838,6
1.4142135623731,6
2.23606797749979,6
3.16227766016838,6
2.23606797749979,6
2.23606797749979,6
1.4142135623731,6
1.4142135623731,6
2.82842712474619,6
2.23606797749979,6
2.23606797749979,6
2.23606797749979,6
2.23606797749979,6
1.4142135623731,6
1.4142135623731,6
2.23606797749979,6
2.82842712474619,6
2.23606797749979,6
1.4142135623731,6
2.23606797749979,6
3.60555127546399,6
4.24264068711928,6
3.60555127546399,6
1.4142135623731,6
2.23606797749979,6
3.16227766016838,6
2.23606797749979,6
1.4142135623731,6
2.23606797749979,6
2.82842712474619,6
1.4142135623731,6
1.4142135623731,6
2.23606797749979,6
3.16227766016838,6
2.82842712474619,6
3.60555127546399,6
2.82842712474619,6
2.23606797749979,7
3.16227766016838,7
3.16227766016838,7
3.60555127546399,7
2.82842712474619,7
3.16227766016838,7
2.23606797749979,7
2.23606797749979,7
3.60555127546399,7
4.24264068711928,7
2.23606797749979,7
2.23606797749979,7
2.82842712474619,7
2.82842712474619,7
3.16227766016838,7
2.23606797749979,7
2.23606797749979,7
3.16227766016838,7
1.4142135623731,7
2.23606797749979,7
2.82842712474619,7
4.24264068711928,7
3.60555127546399,7
2.82842712474619,7
3.16227766016838,7
1.4142135623731,7
2.23606797749979,7
2.23606797749979,7
3.60555127546399,7
3.60555127546399,7
2.82842712474619,7
3.60555127546399,7
1.4142135623731,7
3.16227766016838,7
3.16227766016838,7
3.60555127546399,7
2.23606797749979,7
3.16227766016838,7
3.60555127546399,7
3.60555127546399,7
1.4142135623731,7
1.4142135623731,7
3.16227766016838,7
3.16227766016838,7
2.23606797749979,7
1.4142135623731,7
2.82842712474619,7
2.23606797749979,7
2.82842712474619,7
2.82842712474619,7
2.82842712474619,7
2.23606797749979,7
1.4142135623731,7
1.4142135623731,7
4.24264068711928,7
1.4142135623731,7
3.16227766016838,7
2.82842712474619,7
1.4142135623731,7
2.82842712474619,7
2.23606797749979,7
2.23606797749979,7
2.23606797749979,7
1.4142135623731,7
2.23606797749979,7
2.82842712474619,7
2.82842712474619,7
1.4142135623731,7
2.23606797749979,7
3.60555127546399,7
3.16227766016838,7
3.16227766016838,7
2.23606797749979,7
2.23606797749979,7
2.82842712474619,7
2.23606797749979,7
2.82842712474619,7
2.23606797749979,7
3.16227766016838,7
1.4142135623731,7
2.23606797749979,7
1.4142135623731,7
2.23606797749979,7
2.23606797749979,7
3.60555127546399,7
2.23606797749979,7
3.60555127546399,7
3.16227766016838,7
1.4142135623731,7
2.23606797749979,7
2.23606797749979,7
2.82842712474619,7
2.82842712474619,7
3.16227766016838,7
3.16227766016838,7
1.4142135623731,7
3.60555127546399,7
2.23606797749979,7
1.4142135623731,7
3.16227766016838,7
2.82842712474619,7
2.82842712474619,7
1.4142135623731,7
2.23606797749979,7
2.23606797749979,7
2.23606797749979,7
1.4142135623731,7
2.23606797749979,7
2.23606797749979,7
2.82842712474619,7
2.23606797749979,7
2.82842712474619,7
3.60555127546399,7
2.82842712474619,7
2.23606797749979,7
2.82842712474619,7
3.16227766016838,7
2.23606797749979,7
2.23606797749979,7
2.23606797749979,7
2.82842712474619,7
2.23606797749979,7
1.4142135623731,7
1.4142135623731,7
1.4142135623731,7
3.16227766016838,7
2.82842712474619,7
1.4142135623731,7
1.4142135623731,7
2.23606797749979,7
2.82842712474619,7
1.4142135623731,7
1.4142135623731,7
1.4142135623731,7
4.24264068711928,7
3.16227766016838,7
3.60555127546399,7
3.60555127546399,7
2.23606797749979,7
1.4142135623731,7
3.16227766016838,7
2.23606797749979,7
1.4142135623731,7
1.4142135623731,7
1.4142135623731,7
2.82842712474619,7
1.4142135623731,7
2.23606797749979,7
2.82842712474619,7
2.23606797749979,7
2.82842712474619,7
2.23606797749979,7
1.4142135623731,7
2.82842712474619,7
1.4142135623731,7
1.4142135623731,7
2.82842712474619,7
1.4142135623731,7
3.16227766016838,7
2.23606797749979,7
1.4142135623731,8
1.4142135623731,8
2.23606797749979,8
2.23606797749979,8
1.4142135623731,8
2.23606797749979,8
1.4142135623731,8
2.82842712474619,8
2.23606797749979,8
2.23606797749979,8
2.23606797749979,8
1.4142135623731,8
2.82842712474619,8
2.82842712474619,8
2.82842712474619,8
1.4142135623731,8
2.23606797749979,8
4.24264068711928,8
1.4142135623731,8
2.23606797749979,8
3.16227766016838,8
3.16227766016838,8
2.82842712474619,8
1.4142135623731,8
4.24264068711928,8
3.60555127546399,8
2.23606797749979,8
2.23606797749979,8
3.16227766016838,8
3.16227766016838,8
3.16227766016838,8
2.23606797749979,8
2.23606797749979,8
3.60555127546399,8
3.60555127546399,8
1.4142135623731,8
2.82842712474619,8
1.4142135623731,8
1.4142135623731,8
2.23606797749979,8
2.82842712474619,8
3.16227766016838,8
2.23606797749979,8
3.16227766016838,8
2.23606797749979,8
1.4142135623731,8
2.23606797749979,8
2.23606797749979,8
2.82842712474619,8
1.4142135623731,8
3.16227766016838,8
2.23606797749979,8
2.82842712474619,8
3.60555127546399,8
2.82842712474619,8
3.60555127546399,8
2.23606797749979,8
2.23606797749979,8
2.23606797749979,8
2.23606797749979,8
1.4142135623731,8
1.4142135623731,8
2.82842712474619,8
2.23606797749979,8
3.60555127546399,8
2.23606797749979,8
2.23606797749979,8
3.16227766016838,8
2.23606797749979,8
2.82842712474619,8
2.82842712474619,8
2.23606797749979,8
1.4142135623731,8
2.82842712474619,8
1.4142135623731,8
2.23606797749979,8
3.16227766016838,8
2.23606797749979,8
3.60555127546399,8
3.60555127546399,8
2.23606797749979,8
2.23606797749979,8
3.16227766016838,8
2.82842712474619,8
3.16227766016838,8
3.16227766016838,8
1.4142135623731,8
1.4142135623731,8
2.82842712474619,8
2.23606797749979,8
1.4142135623731,8
2.82842712474619,8
2.82842712474619,8
3.60555127546399,8
3.60555127546399,8
1.4142135623731,8
3.16227766016838,8
2.82842712474619,8
2.23606797749979,8
2.82842712474619,8
2.23606797749979,8
1.4142135623731,8
1.4142135623731,8
3.60555127546399,8
2.23606797749979,8
2.23606797749979,8
3.60555127546399,8
1.4142135623731,8
1.4142135623731,8
3.16227766016838,8
2.23606797749979,8
2.23606797749979,8
3.60555127546399,8
3.16227766016838,8
2.82842712474619,8
1.4142135623731,8
3.16227766016838,8
3.16227766016838,8
2.82842712474619,8
3.16227766016838,8
2.82842712474619,8
2.23606797749979,8
3.16227766016838,8
2.82842712474619,8
2.23606797749979,8
2.82842712474619,8
2.82842712474619,8
2.23606797749979,8
1.4142135623731,8
1.4142135623731,8
2.23606797749979,8
2.82842712474619,8
3.60555127546399,8
3.16227766016838,8
1.4142135623731,8
3.16227766016838,8
2.82842712474619,8
1.4142135623731,8
1.4142135623731,8
2.23606797749979,8
2.23606797749979,8
3.60555127546399,8
2.82842712474619,8
2.23606797749979,8
1.4142135623731,8
1.4142135623731,8
2.82842712474619,8
1.4142135623731,8
1.4142135623731,8
3.60555127546399,8
2.82842712474619,8
2.23606797749979,8
2.82842712474619,8
3.16227766016838,8
1.4142135623731,8
2.23606797749979,8
4.24264068711928,8
4.24264068711928,8
3.16227766016838,8
2.23606797749979,8
2.82842712474619,9
2.23606797749979,9
3.60555127546399,9
2.82842712474619,9
3.16227766016838,9
2.23606797749979,9
1.4142135623731,9
2.23606797749979,9
1.4142135623731,9
2.82842712474619,9
2.23606797749979,9
2.23606797749979,9
3.16227766016838,9
1.4142135623731,9
2.82842712474619,9
1.4142135623731,9
2.23606797749979,9
4.24264068711928,9
4.24264068711928,9
2.23606797749979,9
1.4142135623731,9
2.82842712474619,9
3.16227766016838,9
3.16227766016838,9
1.4142135623731,9
1.4142135623731,9
3.16227766016838,9
2.23606797749979,9
2.82842712474619,9
2.23606797749979,9
1.4142135623731,9
3.60555127546399,9
3.16227766016838,9
3.16227766016838,9
2.23606797749979,9
1.4142135623731,9
3.60555127546399,9
3.16227766016838,9
2.82842712474619,9
1.4142135623731,9
2.82842712474619,9
2.82842712474619,9
2.23606797749979,9
2.23606797749979,9
2.82842712474619,9
2.23606797749979,9
2.23606797749979,9
3.16227766016838,9
2.23606797749979,9
3.60555127546399,9
1.4142135623731,9
2.82842712474619,9
2.82842712474619,9
1.4142135623731,9
1.4142135623731,9
3.16227766016838,9
2.82842712474619,9
2.23606797749979,9
2.23606797749979,9
4.24264068711928,9
3.60555127546399,9
3.60555127546399,9
2.23606797749979,9
2.82842712474619,9
3.16227766016838,9
2.23606797749979,9
2.23606797749979,9
3.60555127546399,9
3.16227766016838,9
2.23606797749979,9
1.4142135623731,9
3.60555127546399,9
3.60555127546399,9
1.4142135623731,9
1.4142135623731,9
2.82842712474619,9
1.4142135623731,9
1.4142135623731,9
2.82842712474619,9
2.23606797749979,9
2.82842712474619,9
2.23606797749979,9
2.82842712474619,9
2.82842712474619,9
1.4142135623731,9
2.82842712474619,9
1.4142135623731,9
3.60555127546399,9
2.23606797749979,9
2.23606797749979,9
3.16227766016838,9
3.16227766016838,9
2.23606797749979,9
1.4142135623731,9
2.23606797749979,9
2.82842712474619,9
2.23606797749979,9
3.16227766016838,9
2.82842712474619,9
2.82842712474619,9
4.24264068711928,9
2.82842712474619,9
2.82842712474619,9
2.82842712474619,9
2.23606797749979,9
1.4142135623731,9
2.23606797749979,9
1.4142135623731,9
2.23606797749979,9
2.23606797749979,9
1.4142135623731,9
1.4142135623731,9
2.23606797749979,9
1.4142135623731,9
2.23606797749979,9
2.82842712474619,9
2.23606797749979,9
3.16227766016838,9
2.23606797749979,9
1.4142135623731,9
3.16227766016838,9
2.23606797749979,9
3.16227766016838,9
2.82842712474619,9
3.16227766016838,9
