motchange1d,colchange1d,motchange2d,colchange2d
0.840709579713417,0.415972931931416,0.552817921859748,-0.0346900240489931
-0.000505815401221767,1.31242081613252,-0.960778559699203,0.0788211465784998
0.0589051907035437,-0.00341724807565862,-0.0797931451463338,1.16012486409057
-0.233347083131472,0.838893876382799,-0.131543394968365,-0.243235646323724
-0.522502422106988,-0.314813936467875,-0.0284318429573129,0.106787079719431
0.524205938884706,0.488831605197805,0.0243830869369435,-0.0930161504780479
0.245801665622628,0.186236446469345,-0.42230653489065,0.285437205693487
-0.737139127922781,0.418286084903009,0.728050191745614,-0.239996936285135
-0.0322560922553142,0.16787332691478,-0.309951099256674,0.382916875409357
-0.38664742700304,0.416079703492649,0.497954031283205,0.087213978862785
-1.19690138462818,-0.0846192058966015,0.383330597570448,-0.0401049940423532
0.418160709467801,-0.0156886139602372,0.263758580793034,0.00602120827093269
-0.202355066822334,-0.242602066447337,-0.407960838835799,0.421341255984523
0.359167313936985,0.426772986171824,-1.48506404053081,0.278464472203544
0.133691596488158,-0.219195914990974,0.347646898731138,-0.323964001328656
0.200702933312365,0.526055942995079,-0.197355362953562,-0.617449161003936
0.536283686079762,2.71713818564559,0.313815285536376,-1.11118552179048
0.766752356832678,-0.0328286357901313,0.72135692654234,-0.856374531984329
0.956578389261708,-0.129404554595098,-0.222029782944556,0.0496887183099082
0.0997722645600637,0.609799205353766,0.195148716370265,-0.265053588219664
-0.111951507091748,-0.171507196105791,-0.0340446166581277,-0.319303173684713
-0.148719282256383,-0.140716575086117,-0.161736189077298,-0.012727764576222
1.56486834766287,1.52158818281058,0.201518683270975,-0.255416242462216
-0.269767782058228,0.305939231293671,0.388002170532039,0.33218584141948
0.172124138722817,0.351010019128973,0.35107814960859,-0.0383699730490193
-0.0297945184407361,-0.141049124639143,-0.4163723513484,0.0278064101708658
-0.126691596751863,0.426471334063646,-0.317109673876654,-0.810809101119186
0.00735614350009145,0.103369395728364,0.378251334031423,-0.0372952418684056
-0.331864874471318,-0.148264376234941,-0.258173919593294,0.278754134182677
0.245074947505738,1.06508824951721,-0.437838992273266,-0.31716995810469
0.315954336727207,0.342483138496226,-0.568713909974604,-0.190543298919996
0.378003627626282,0.391713369581284,-0.326219949984189,-0.612094407731837
-0.0717985274439508,-0.177455612091404,0.443562775850296,-0.00782446021383459
0.349843293089758,0.203220020415205,0.398616017435085,0.174040198664774
0.215214032341133,0.21058059370879,-0.0285062867809426,-0.233869368549098
0.545047380481706,0.681481240599444,-0.378200859960281,0.466040017252619
0.446084148730292,1.86477507515387,-0.0307049576305982,0.652922125589667
0.323829307079767,1.14440169478908,0.625887468457222,0.257822197946635
0.365910036658699,0.380306322240468,0.203189946711063,0.577124215098041
0.0581039313904264,0.252715041240056,0.387490920270934,0.347989804421862
0.551654018010154,0.0513936570196441,0.208461245126796,-0.215165805748918
